programcode,programname,subcode,subname,semester,slotno,exam date,exam timing,blockno,StudentCount
AE201,Bachelor of Engineering- Automobile Engineering,22SMT-125,MATHEMATICS – II,2,6,14-Mar-23,11:15 - 12:15,C3,25
AE201,Bachelor of Engineering- Automobile Engineering,22SPH-141,PHYSICS FOR ENGINEERS,2,4,13-Mar-23,14:30 - 15:30,C3,25
AE201,Bachelor of Engineering- Automobile Engineering,22CSH-103,OBJECT ORIENTED PROGRAMMING USING C++,2,8,14-Mar-23,14:30 - 15:30,C3,25
AE201,Bachelor of Engineering- Automobile Engineering,22MET-104,ENGINEERING MECHANICS,2,2,13-Mar-23,11:15 - 12:15,C3,25
AE201,Bachelor of Engineering- Automobile Engineering,21AET-252,BASICS OF AUTOMOBILE ENGINEERING,4,7,14-Mar-23,13:00 - 14:00,B4,29
AE201,Bachelor of Engineering- Automobile Engineering,21SMT-281,APPLIED MATHEMATICS III,4,9,15-Mar-23,09:45 - 10:45,B4,29
AE201,Bachelor of Engineering- Automobile Engineering,21AET-251,MECHANICS OF SOLIDS,4,5,14-Mar-23,09:45 - 10:45,B4,29
AE201,Bachelor of Engineering- Automobile Engineering,21AET-253,MANUFACTURING TECHNIQUES,4,1,13-Mar-23,09:45 - 10:45,B4,29
AE201,Bachelor of Engineering- Automobile Engineering,21TDT-252,APTITUDE,4,3,13-Mar-23,13:00 - 14:00,B4,29
AE201,Bachelor of Engineering- Automobile Engineering,SHO-443,FUEL AND COMBUSTION,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,20AET-351,VEHICLE MAINTENANCE AND DIAGNOSTICS,6,14,16-Mar-23,11:15 - 12:15,B4,19
AE201,Bachelor of Engineering- Automobile Engineering,20AET-352,AUTOMOTIVE ELECTRONICS,6,6,14-Mar-23,11:15 - 12:15,B4,19
AE201,Bachelor of Engineering- Automobile Engineering,20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,B4,7
AE201,Bachelor of Engineering- Automobile Engineering,20AEA-357,AUTOMOTIVE REFRIGERATION AND AIR-CONDITIONING,6,8,14-Mar-23,14:30 - 15:30,B4,8
AE201,Bachelor of Engineering- Automobile Engineering,LSO-441,SPANISH LANGUAGE - I,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,20AEB-359,AUTOMOTIVE CHASIS AND SUSPENSION SYSTEM,6,10,15-Mar-23,11:15 - 12:15,B4,11
AE201,Bachelor of Engineering- Automobile Engineering,CAO-260,WEB DESIGNING,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,20AEY-356,TOTAL QUALITY MANAGEMENT,6,4,13-Mar-23,14:30 - 15:30,B4,12
AE201,Bachelor of Engineering- Automobile Engineering,ASO-321,UNMANNED AIR VEHICLES,6,15,16-Mar-23,13:00 - 14:00,B4,2
AE201,Bachelor of Engineering- Automobile Engineering,SHO-442,BATTERY TECHNOLOGY,6,15,16-Mar-23,13:00 - 14:00,B4,2
AE201,Bachelor of Engineering- Automobile Engineering,LGO-443,GERMAN LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,B4,5
AE201,Bachelor of Engineering- Automobile Engineering,LEO-492,LITERATURE AND FILMS,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,PEO-372,GREEN AND CLEAN ENERGY FOR SUSTAINABLE DEVELOPMENT,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,20AEA-356,VEHICLE DYNAMICS,6,16,16-Mar-23,14:30 - 15:30,B4,8
AE201,Bachelor of Engineering- Automobile Engineering,CHO-360,INDUSTRIAL POLLUTION CONTROL,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,SHO-441,RENEWABLE ENERGY SOURCES,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,MEO-362,INDUSTRIAL SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE201,Bachelor of Engineering- Automobile Engineering,CEO-374,DISASTER MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,B4,2
AE201,Bachelor of Engineering- Automobile Engineering,AEA-454,INSTRUMENTATION FOR AUTOMOBILE ENGINEERS,8,5,14-Mar-23,09:45 - 10:45,B4,28
AE201,Bachelor of Engineering- Automobile Engineering,AEA-453,MICROCONTROLLERS FOR AUTOMOBILES,8,3,13-Mar-23,13:00 - 14:00,B4,28
AE201,Bachelor of Engineering- Automobile Engineering,AEB-452,COMPOSITE MATERIALS,8,7,14-Mar-23,13:00 - 14:00,B4,28
AE201,Bachelor of Engineering- Automobile Engineering,AEC-451,ALTERNATE FUELS AND EMISSIONS,8,9,15-Mar-23,09:45 - 10:45,B4,28
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,21AET-251,MECHANICS OF SOLIDS,4,5,14-Mar-23,09:45 - 10:45,B4,5
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,21TDT-252,APTITUDE,4,3,13-Mar-23,13:00 - 14:00,B4,5
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,21SMT-281,APPLIED MATHEMATICS III,4,9,15-Mar-23,09:45 - 10:45,B4,5
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,21AET-253,MANUFACTURING TECHNIQUES,4,1,13-Mar-23,09:45 - 10:45,B4,5
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,21AET-252,BASICS OF AUTOMOBILE ENGINEERING,4,7,14-Mar-23,13:00 - 14:00,B4,5
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AEY-356,TOTAL QUALITY MANAGEMENT,6,4,13-Mar-23,14:30 - 15:30,B4,9
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,MEO-362,INDUSTRIAL SAFETY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,TMO-351,EVENT PLANNING AND MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20TDY-352,APTITUDE,6,12,15-Mar-23,14:30 - 15:30,B4,10
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,CEO-374,DISASTER MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,B4,3
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AEA-356,VEHICLE DYNAMICS,6,16,16-Mar-23,14:30 - 15:30,B4,2
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,LGO-443,GERMAN LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,B4,3
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,LHO-464,LANGUAGE HINDI,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AEA-357,AUTOMOTIVE REFRIGERATION AND AIR-CONDITIONING,6,8,14-Mar-23,14:30 - 15:30,B4,2
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,HMO-391,HOTEL EQUIPMENTS OPERATION AND MAINTENANCE,6,15,16-Mar-23,13:00 - 14:00,B4,4
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AEB-359,AUTOMOTIVE CHASIS AND SUSPENSION SYSTEM,6,10,15-Mar-23,11:15 - 12:15,B4,17
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,FDO-355,UNDERSTANDING FASHION LIBRARY,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AET-352,AUTOMOTIVE ELECTRONICS,6,6,14-Mar-23,11:15 - 12:15,B4,19
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,SHO-443,FUEL AND COMBUSTION,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,EDO-462,TECHNOLOGY BASED LEARNING,6,15,16-Mar-23,13:00 - 14:00,B4,1
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,20AET-351,VEHICLE MAINTENANCE AND DIAGNOSTICS,6,14,16-Mar-23,11:15 - 12:15,B4,19
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,CHO-360,INDUSTRIAL POLLUTION CONTROL,6,15,16-Mar-23,13:00 - 14:00,B4,3
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,AEA-453,MICROCONTROLLERS FOR AUTOMOBILES,8,3,13-Mar-23,13:00 - 14:00,B4,6
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,AEA-454,INSTRUMENTATION FOR AUTOMOBILE ENGINEERS,8,5,14-Mar-23,09:45 - 10:45,B4,6
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,AEC-451,ALTERNATE FUELS AND EMISSIONS,8,9,15-Mar-23,09:45 - 10:45,B4,6
AE202,Bachelor of Engineering - (Automobile Engineering)- Lateral Entry,AEB-452,COMPOSITE MATERIALS,8,7,14-Mar-23,13:00 - 14:00,B4,6
AE301,Master of Engineering - Automobile Engineering,22AET-653,DESIGN OF EXPERIMENTS,2,16,16-Mar-23,14:30 - 15:30,B4,11
AE301,Master of Engineering - Automobile Engineering,22AET-651,FINITE ELEMENT METHODS,2,8,14-Mar-23,14:30 - 15:30,B4,11
AE301,Master of Engineering - Automobile Engineering,22AET-654,ADVANCED COMPOSITE MATERIALS,2,4,13-Mar-23,14:30 - 15:30,B4,11
AE301,Master of Engineering - Automobile Engineering,22TDT-663,APTITUDE-I,2,2,13-Mar-23,11:15 - 12:15,B4,8
AE301,Master of Engineering - Automobile Engineering,22AET-656,ADVANCED VEHICLE DYNAMICS,2,12,15-Mar-23,14:30 - 15:30,B4,11
AE301,Master of Engineering - Automobile Engineering,22AET-652,QUALITY ASSURANCE,2,10,15-Mar-23,11:15 - 12:15,B4,11
AE301,Master of Engineering - Automobile Engineering,22AET-655,HEAT VENTILATION AND AIR CONDITIONING,2,6,14-Mar-23,11:15 - 12:15,B4,11
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-358,PRINCIPLES OF ORGANIC FARMING,6,16,16-Mar-23,14:30 - 15:30,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-351,RAINFED AGRICULTURE AND WATERSHED MANAGEMENT,6,2,13-Mar-23,11:15 - 12:15,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-352,PROTECTED CULTIVATION AND SECONDARY AGRICULTURE,6,4,13-Mar-23,14:30 - 15:30,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGC-368,FOOD SAFETY AND STANDARDS,6,20,17-Mar-23,14:30 - 15:30,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-357,"FARM MANAGEMENT, PRODUCTION AND RESOURCE ECONOMICS",6,6,14-Mar-23,11:15 - 12:15,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-370,DOMAIN APTITUDE FOR AGRICULTURE,6,18,17-Mar-23,11:15 - 12:15,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-353,DISEASES OF FIELD AND HORTICULTURAL CROPS AND THEIR MANAGEMENT,6,8,14-Mar-23,14:30 - 15:30,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-355,MANAGEMENT OF BENEFICIAL INSECTS,6,14,16-Mar-23,11:15 - 12:15,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-356,CROP IMPROVEMENT-II (RABI CROPS),6,10,15-Mar-23,11:15 - 12:15,A1,1
AG701,"Bachelor of Science (Agriculture)-Hons. (Arkansas State University, USA)",20AGT-354,POST HARVEST MANAGEMENT AND VALUE ADDITION OF FRUITS AND VEGETABLES,6,12,15-Mar-23,14:30 - 15:30,A1,1
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-113,FUNDAMENTALS OF CROP PHYSIOLOGY,2,4,13-Mar-23,14:30 - 15:30,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-110,FUNDAMENTALS OF  GENETICS,2,18,17-Mar-23,11:15 - 12:15,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-117,FUNDAMENTALS OF AGRICULTURAL EXTENSION EDUCATION,2,12,15-Mar-23,14:30 - 15:30,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGT-114,FUNDAMENTALS OF AGRICULTURAL ECONOMICS,2,14,16-Mar-23,11:15 - 12:15,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22PCH-105,COMMUNICATION SKILLS,2,2,13-Mar-23,11:15 - 12:15,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-116,FUNDAMENTALS OF ENTOMOLOGY,2,10,15-Mar-23,11:15 - 12:15,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-112,SOIL AND WATER CONSERVATION ENGINEERING,2,16,16-Mar-23,14:30 - 15:30,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-115,FUNDAMENTALS OF PLANT PATHOLOGY,2,6,14-Mar-23,11:15 - 12:15,A1,2
AG702,Bachelor of Science – Agriculture (Hons.)- ITP,22AGH-111,AGRICULTURAL MICROBIOLOGY,2,8,14-Mar-23,14:30 - 15:30,A1,2
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-667,COMPUTER VISION,2,16,16-Mar-23,14:30 - 15:30,B1,20
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-651,OBJECT ORIENTED PROGRAMMING,2,8,14-Mar-23,14:30 - 15:30,B1,2
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-666,DOMAIN APTITUDE,2,14,16-Mar-23,11:15 - 12:15,B1,20
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CSH-651,MACHINE LEARNING,2,4,13-Mar-23,14:30 - 15:30,B1,20
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-652,DATA STRUCTURES AND ALGORITHM ANALYSIS,2,8,14-Mar-23,14:30 - 15:30,B1,1
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-653,RELATIONAL DATABASES MANAGEMENT SYSTEM AND COMPUTER NETWORKS,2,12,15-Mar-23,14:30 - 15:30,B1,17
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22TDT-663,APTITUDE-I,2,2,13-Mar-23,11:15 - 12:15,B1,18
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CSH-653,SOFT COMPUTING,2,6,14-Mar-23,11:15 - 12:15,B1,20
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CSH-664,RESEARCH METHODOLOGY,2,10,15-Mar-23,11:15 - 12:15,B1,20
AI301,Master of Engineering-CSE (Artificial Intelligence & Machine Learning),22CST-674,NATURAL LANGUAGE PROCESSING,2,18,17-Mar-23,11:15 - 12:15,B1,20
AI302,Master of Engineering - Artificial Intelligence,22CST-687,DEVOPS,2,16,16-Mar-23,14:30 - 15:30,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CST-653,RELATIONAL DATABASES MANAGEMENT SYSTEM AND COMPUTER NETWORKS,2,12,15-Mar-23,14:30 - 15:30,B1,7
AI302,Master of Engineering - Artificial Intelligence,22CSH-651,MACHINE LEARNING,2,4,13-Mar-23,14:30 - 15:30,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CSH-652,DATA SCIENCE USING R,2,18,17-Mar-23,11:15 - 12:15,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CSH-664,RESEARCH METHODOLOGY,2,10,15-Mar-23,11:15 - 12:15,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CST-651,OBJECT ORIENTED PROGRAMMING,2,8,14-Mar-23,14:30 - 15:30,B1,3
AI302,Master of Engineering - Artificial Intelligence,22TDT-663,APTITUDE-I,2,2,13-Mar-23,11:15 - 12:15,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CSH-653,SOFT COMPUTING,2,6,14-Mar-23,11:15 - 12:15,B1,11
AI302,Master of Engineering - Artificial Intelligence,22CST-652,DATA STRUCTURES AND ALGORITHM ANALYSIS,2,8,14-Mar-23,14:30 - 15:30,B1,1
AI302,Master of Engineering - Artificial Intelligence,22CST-666,DOMAIN APTITUDE,2,14,16-Mar-23,11:15 - 12:15,B1,11
AN203,"Bachelor of Science (Animation, VFX and Gaming)",22PCH-105,COMMUNICATION SKILLS,2,2,13-Mar-23,11:15 - 12:15,A2,216
AN203,"Bachelor of Science (Animation, VFX and Gaming)",22ANT-103,ELEMENTS OF DESIGN,2,4,13-Mar-23,14:30 - 15:30,A2,216
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CSO-453,WEB DEVELOPMENT FUNDAMENTALS,4,13,16-Mar-23,09:45 - 10:45,A2,12
AN203,"Bachelor of Science (Animation, VFX and Gaming)",EDO-457,SPECIAL EDUCATION,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CSO-458,DATA ANALYTICS,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",FMO-351,FILM ANALYSIS,4,13,16-Mar-23,09:45 - 10:45,A2,8
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LSO-441,SPANISH LANGUAGE - I,4,13,16-Mar-23,09:45 - 10:45,A2,9
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LHO-464,LANGUAGE HINDI,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CEO-374,DISASTER MANAGEMENT,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",AEO-363,SMART VEHICLES,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",EDO-462,TECHNOLOGY BASED LEARNING,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LPO-463,LANGUAGE PUNJABI,4,13,16-Mar-23,09:45 - 10:45,A2,5
AN203,"Bachelor of Science (Animation, VFX and Gaming)",21UCT-294,"ENVIRONMENT SCIENCE, WASTE AND DISASTER MANAGEMENT",4,1,13-Mar-23,09:45 - 10:45,A2,195
AN203,"Bachelor of Science (Animation, VFX and Gaming)",AEO-361,AUTOMOTIVE ELECTRONICS,4,13,16-Mar-23,09:45 - 10:45,A2,7
AN203,"Bachelor of Science (Animation, VFX and Gaming)",AEO-362,AUTOMOTIVE POLLUTANTS AND CONTROL,4,13,16-Mar-23,09:45 - 10:45,A2,6
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CAO-260,WEB DESIGNING,4,13,16-Mar-23,09:45 - 10:45,A2,65
AN203,"Bachelor of Science (Animation, VFX and Gaming)",FDO-355,UNDERSTANDING FASHION LIBRARY,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LFO-441,FRENCH LANGUAGE -I,4,13,16-Mar-23,09:45 - 10:45,A2,8
AN203,"Bachelor of Science (Animation, VFX and Gaming)",21ANT-203,VISUAL COMMUNICATION - I,4,5,14-Mar-23,09:45 - 10:45,A2,195
AN203,"Bachelor of Science (Animation, VFX and Gaming)",NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",RCO-101,SCIENCE OF HAPPINESS,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN203,"Bachelor of Science (Animation, VFX and Gaming)",JMO-351,CREATIVE WRITING,4,13,16-Mar-23,09:45 - 10:45,A2,17
AN203,"Bachelor of Science (Animation, VFX and Gaming)",SPO-445,PHYSICS OF SENSORS,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LAO-442,RANG MANCH KALA,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LEO-492,LITERATURE AND FILMS,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",21ANT-202,SCRIPT WRITING,4,3,13-Mar-23,13:00 - 14:00,A2,195
AN203,"Bachelor of Science (Animation, VFX and Gaming)",AEO-364,VEHICLE BODY ENGINEERING AND SAFETY,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LVO-473,SANSKRIT LANGUAGE,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CHO-360,INDUSTRIAL POLLUTION CONTROL,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",TMO-351,EVENT PLANNING AND MANAGEMENT,4,13,16-Mar-23,09:45 - 10:45,A2,12
AN203,"Bachelor of Science (Animation, VFX and Gaming)",EDO-472,PSYCHOLOGY OF LEARNERS,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",LGO-443,GERMAN LANGUAGE -I,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN203,"Bachelor of Science (Animation, VFX and Gaming)",EDO-471,INDIAN HISTORY,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",MEO-361,ROBOTICS AND AUTOMATION,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN203,"Bachelor of Science (Animation, VFX and Gaming)",CSO-456,OPERATING SYSTEM,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN203,"Bachelor of Science (Animation, VFX and Gaming)",20ANT-371,ANIMATION RESEARCH FUNDAMENTALS,6,4,13-Mar-23,14:30 - 15:30,A2,101
AN301,Master of Science (Animation & Multimedia Technology),22ANT-606,DESIGN THEORY FOR GRAPHIC AND ANIMATION,2,6,14-Mar-23,11:15 - 12:15,A2,16
AN301,Master of Science (Animation & Multimedia Technology),22ANT-603,VISUAL COMMUNICATION,2,2,13-Mar-23,11:15 - 12:15,A2,39
AN301,Master of Science (Animation & Multimedia Technology),22ANT-604,CG AND GAME PRODUCTION,2,8,14-Mar-23,14:30 - 15:30,A2,15
AN301,Master of Science (Animation & Multimedia Technology),22ANT-605,VFX FOR FILM,2,4,13-Mar-23,14:30 - 15:30,A2,8
AN301,Master of Science (Animation & Multimedia Technology),JMO-351,CREATIVE WRITING,4,13,16-Mar-23,09:45 - 10:45,A2,3
AN301,Master of Science (Animation & Multimedia Technology),CAO-260,WEB DESIGNING,4,13,16-Mar-23,09:45 - 10:45,A2,7
AN301,Master of Science (Animation & Multimedia Technology),LPO-463,LANGUAGE PUNJABI,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),FDO-355,UNDERSTANDING FASHION LIBRARY,4,13,16-Mar-23,09:45 - 10:45,A2,4
AN301,Master of Science (Animation & Multimedia Technology),FMO-351,FILM ANALYSIS,4,13,16-Mar-23,09:45 - 10:45,A2,5
AN301,Master of Science (Animation & Multimedia Technology),LGO-443,GERMAN LANGUAGE -I,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),LVO-473,SANSKRIT LANGUAGE,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),TMO-351,EVENT PLANNING AND MANAGEMENT,4,13,16-Mar-23,09:45 - 10:45,A2,10
AN301,Master of Science (Animation & Multimedia Technology),SHO-441,RENEWABLE ENERGY SOURCES,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),ARO-376,CONSERVATION OF BUILDINGS,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),CHO-360,INDUSTRIAL POLLUTION CONTROL,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),LHO-464,LANGUAGE HINDI,4,13,16-Mar-23,09:45 - 10:45,A2,2
AN301,Master of Science (Animation & Multimedia Technology),NDO-105,FUNDAMENTALS OF FOODS & NUTRITION,4,13,16-Mar-23,09:45 - 10:45,A2,1
AN301,Master of Science (Animation & Multimedia Technology),LEO-492,LITERATURE AND FILMS,4,13,16-Mar-23,09:45 - 10:45,A2,2
AR201,Bachelor of Architecture,22ART-176,"BUILDING TECHNOLOGY AND SERVICES-I (PLUMBING, SEWERAGE AND SWM)",2,4,13-Mar-23,14:30 - 15:30,A2,31
AR201,Bachelor of Architecture,22ART-175,HISTORY OF ARCHITECTURE-II,2,6,14-Mar-23,11:15 - 12:15,A2,31
AR201,Bachelor of Architecture,22ART-174,THEORY OF STRUCTURES,2,2,13-Mar-23,11:15 - 12:15,A2,31
AR201,Bachelor of Architecture,21ART-275,HISTORY OF ARCHITECTURE - IV,4,9,15-Mar-23,09:45 - 10:45,A2,71
AR201,Bachelor of Architecture,21ART-274,STRUCTURE DESIGN - II,4,3,13-Mar-23,13:00 - 14:00,A2,71
AR201,Bachelor of Architecture,21ART-277,SURVEYING AND LEVELLING,4,5,14-Mar-23,09:45 - 10:45,A2,71
AR201,Bachelor of Architecture,21ART-276,BUILDING ENERGY SIMULATION ,4,7,14-Mar-23,13:00 - 14:00,A2,71
AR201,Bachelor of Architecture,21ART-273,"BUILDING TECHNOLOGY AND SERVICES-III (ACOUSTICS, HVAC & FIRE SERVICES) ",4,1,13-Mar-23,09:45 - 10:45,A2,71
AR201,Bachelor of Architecture,ANO-441,ELEMENTS OF ANIMATION & GRAPHICS DESIGN,6,15,16-Mar-23,13:00 - 14:00,A2,5
AR201,Bachelor of Architecture,CAO-260,WEB DESIGNING,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,LGO-443,GERMAN LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,20ART-373,URBAN DESIGN,6,8,14-Mar-23,14:30 - 15:30,A2,66
AR201,Bachelor of Architecture,JMO-351,CREATIVE WRITING,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,20ART-374,HOUSING,6,10,15-Mar-23,11:15 - 12:15,A2,66
AR201,Bachelor of Architecture,EDO-470,VEDIC MATHEMATICS,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,EDO-472,PSYCHOLOGY OF LEARNERS,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,TMO-351,EVENT PLANNING AND MANAGEMENT,6,15,16-Mar-23,13:00 - 14:00,A2,12
AR201,Bachelor of Architecture,AEO-363,SMART VEHICLES,6,15,16-Mar-23,13:00 - 14:00,A2,1
AR201,Bachelor of Architecture,FDO-355,UNDERSTANDING FASHION LIBRARY,6,15,16-Mar-23,13:00 - 14:00,A2,2
AR201,Bachelor of Architecture,LFO-441,FRENCH LANGUAGE -I,6,15,16-Mar-23,13:00 - 14:00,A2,2
