programcode,programname,subcode,subname,semester,slotno,exam date,exam timing,blockno,StudentCount
ML301,Master of Law (LLM),22LLT-651,LAW AND JUSTICE IN A GLOBALISING WORLD,2,14,16-Mar-23,11:15 - 12:15,B5,87
ML301,Master of Law (LLM),22LDT-664,INTERNATIONAL CRIMINAL LAW,2,2,13-Mar-23,11:15 - 12:15,B5,19
MM301,Master of Science-(Medical Lab Sciences),22MSH-654,ADVANCE HEMATOLOGY,2,6,14-Mar-23,11:15 - 12:15,D7,12
MM301,Master of Science-(Medical Lab Sciences),22MSH-653,MOLECULAR BIOLOGY AND GENETICS,2,8,14-Mar-23,14:30 - 15:30,D7,12
MM301,Master of Science-(Medical Lab Sciences),22MSH-652,CLINICAL IMMUNOLOGY,2,4,13-Mar-23,14:30 - 15:30,D7,12
MM301,Master of Science-(Medical Lab Sciences),22MSH-651,DIAGNOSTIC ENZYMOLOGY,2,2,13-Mar-23,11:15 - 12:15,D7,12
MM301,Master of Science-(Medical Lab Sciences),21MST-751,QUALITY ASSURANCE AND QUALITY MANAGEMENT,4,1,13-Mar-23,09:45 - 10:45,D7,16
MO301,Master of Optometry ,22OMT-651,OCULAR DISEASES AND DIAGNOSTICS-II,2,6,14-Mar-23,11:15 - 12:15,D7,6
MO301,Master of Optometry ,22OMT-653,PEDIATRIC OPTOMETRY AND BINOCULAR VISION,2,2,13-Mar-23,11:15 - 12:15,D7,6
MO301,Master of Optometry ,22OMT-654,LOW VISION AND GERIATRIC OPTOMETRY,2,4,13-Mar-23,14:30 - 15:30,D7,6
MO301,Master of Optometry ,22OMT-652,ADVANCED CONTACT LENS-I,2,8,14-Mar-23,14:30 - 15:30,D7,6
MP301,Master of Pharmacy- (Pharmaceutics),22PHT-615,INTRODUCTION TO NUTRACEUTICALS AND FSSAI,2,4,13-Mar-23,14:30 - 15:30,A1,14
MP301,Master of Pharmacy- (Pharmaceutics),22PHT-607,MOLECULAR PHARMACEUTICS,2,10,15-Mar-23,11:15 - 12:15,A1,14
MP301,Master of Pharmacy- (Pharmaceutics),22PHT-610,COSMETICS AND COSMECEUTICALS,2,8,14-Mar-23,14:30 - 15:30,A1,14
MP301,Master of Pharmacy- (Pharmaceutics),22PHT-608,ADVANCED BIOPHARMACEUTICS AND PHARMACOKINETICS,2,2,13-Mar-23,11:15 - 12:15,A1,14
MP301,Master of Pharmacy- (Pharmaceutics),22PHT-609,COMPUTER AIDED DRUG DELIVERY,2,6,14-Mar-23,11:15 - 12:15,A1,14
MP302,Master of Pharmacy- (Pharmacology),22PHT-627,ADVANCED PHARMACOLOGY-II,2,10,15-Mar-23,11:15 - 12:15,A1,12
MP302,Master of Pharmacy- (Pharmacology),22PHT-630,CLINICAL RESEARCH AND PHARMACOVIGILANCE,2,6,14-Mar-23,11:15 - 12:15,A1,12
MP302,Master of Pharmacy- (Pharmacology),22PHT-628,PHARMACOLOGICAL AND TOXICOLOGICAL SCREENING METHODS-II,2,4,13-Mar-23,14:30 - 15:30,A1,12
MP302,Master of Pharmacy- (Pharmacology),22PHT-635,DATA HANDLING AND INTERPRETATION,2,8,14-Mar-23,14:30 - 15:30,A1,12
MP302,Master of Pharmacy- (Pharmacology),22PHT-629,PRINCIPLES OF DRUG DISCOVERY,2,2,13-Mar-23,11:15 - 12:15,A1,12
MP303,Master of Pharmacy. -  Industrial Pharmacy,22PHT-648,SCALE UP AND TECHNOLOGY TRANSFER,2,4,13-Mar-23,14:30 - 15:30,A1,7
MP303,Master of Pharmacy. -  Industrial Pharmacy,22PHT-654,PHARMACEUTICAL PLANT REGULATORY CONSIDERATION,2,8,14-Mar-23,14:30 - 15:30,A1,7
MP303,Master of Pharmacy. -  Industrial Pharmacy,22PHT-649,PHARMACEUTICAL PRODUCTION TECHNOLOGY,2,6,14-Mar-23,11:15 - 12:15,A1,7
MP303,Master of Pharmacy. -  Industrial Pharmacy,22PHT-650,ENTREPRENEURSHIP MANAGEMENT,2,10,15-Mar-23,11:15 - 12:15,A1,7
MP303,Master of Pharmacy. -  Industrial Pharmacy,22PHT-647,ADVANCED BIOPHARMACEUTICS AND PHARMACOKINETICS,2,2,13-Mar-23,11:15 - 12:15,A1,7
MS301,Master of Science- (Biotechnology),22BTT-616,PLANT BIOTECHNOLOGY,2,10,15-Mar-23,11:15 - 12:15,B4,78
MS301,Master of Science- (Biotechnology),22BTT-614,NANOBIOTECHNOLOGY AND BIOSENSORS,2,14,16-Mar-23,11:15 - 12:15,B4,165
MS301,Master of Science- (Biotechnology),22BTT-612,GENETIC ENGINEERING,2,6,14-Mar-23,11:15 - 12:15,B4,165
MS301,Master of Science- (Biotechnology),22BTT-617,ANIMAL BIOTECHNOLOGY,2,12,15-Mar-23,14:30 - 15:30,B4,87
MS301,Master of Science- (Biotechnology),22BTT-615,BIOINFORMATICS & COMPUTATIONAL BIOLOGY,2,2,13-Mar-23,11:15 - 12:15,B4,165
MS301,Master of Science- (Biotechnology),22BTT-619,"GENOMICS, TRANSCRIPTOMICS & PROTEOMICS",2,4,13-Mar-23,14:30 - 15:30,B4,165
MS301,Master of Science- (Biotechnology),22BTT-613,IMMUNOLOGY AND IMMUNOTECHNOLOGY,2,8,14-Mar-23,14:30 - 15:30,B4,165
MS301,Master of Science- (Biotechnology),21BTT-740,TRANSLATIONAL RESEARCH IN TRANSGENIC CROPS,4,5,14-Mar-23,09:45 - 10:45,B4,3
MS301,Master of Science- (Biotechnology),21BTT-736,"IPR, BIOSAFETY AND BIOETHICS",4,9,15-Mar-23,09:45 - 10:45,B4,11
MS301,Master of Science- (Biotechnology),21BTT-739,INDUSTRIAL QUALITY CONTROL AND ASSURANCE,4,3,13-Mar-23,13:00 - 14:00,B4,2
MS301,Master of Science- (Biotechnology),21BTT-737,EVOLUTION AND ECOLOGICAL PRINCIPLES,4,7,14-Mar-23,13:00 - 14:00,B4,11
MS301,Master of Science- (Biotechnology),21BTT-738,MICROBIAL THERAPEUTICS,4,1,13-Mar-23,09:45 - 10:45,B4,6
MS302,Master Of Science- (Forensic Science),22FSH-651,FORENSIC TOXICOLOGY,2,2,13-Mar-23,11:15 - 12:15,D7,105
MS302,Master Of Science- (Forensic Science),22FST-655,LAWS AND ETHICS IN FORENSIC SCIENCE,2,14,16-Mar-23,11:15 - 12:15,D7,105
MS302,Master Of Science- (Forensic Science),22FSH-653,FORENSIC BALLISTICS,2,6,14-Mar-23,11:15 - 12:15,D7,105
MS302,Master Of Science- (Forensic Science),22FST-656,DOMAIN APTITUDE,2,8,14-Mar-23,14:30 - 15:30,D7,105
MS302,Master Of Science- (Forensic Science),22FSH-652,FORENSIC BIOLOGY & SEROLOGY,2,12,15-Mar-23,14:30 - 15:30,D7,105
MS302,Master Of Science- (Forensic Science),22FST-659,QUALITY CONTROL AND QUALITY ASSURANCE,2,4,13-Mar-23,14:30 - 15:30,D7,35
MS302,Master Of Science- (Forensic Science),22FST-660,BUSINESS MANAGEMENT AND ENTREPRENEURSHIP SKILLS,2,10,15-Mar-23,11:15 - 12:15,D7,34
MS302,Master Of Science- (Forensic Science),22FST-654,FORENSIC PHOTOGRAPHY,2,18,17-Mar-23,11:15 - 12:15,D7,105
MS302,Master Of Science- (Forensic Science),22FST-661,CRIME REPORTING,2,16,16-Mar-23,14:30 - 15:30,D7,36
MS302,Master Of Science- (Forensic Science),21FST-761,ADVANCED FORENSIC DERMATOGLYPHICS,4,1,13-Mar-23,09:45 - 10:45,D7,19
MS302,Master Of Science- (Forensic Science),21FST-763,FORENSIC ENVIRONMENTAL BIOLOGY,4,13,16-Mar-23,09:45 - 10:45,D7,44
MS302,Master Of Science- (Forensic Science),21FST-759,DIGITAL AND SECURITY DOCUMENTS,4,3,13-Mar-23,13:00 - 14:00,D7,21
MS302,Master Of Science- (Forensic Science),21FST-766,FORENSIC ENTOMOLOGY,4,3,13-Mar-23,13:00 - 14:00,D7,43
MS302,Master Of Science- (Forensic Science),21FST-765,FORENSIC BIOTECHNOLOGY,4,7,14-Mar-23,13:00 - 14:00,D7,48
MS302,Master Of Science- (Forensic Science),21FST-764,ADVANCE FORENSIC ANTHROPOLOGY,4,1,13-Mar-23,09:45 - 10:45,D7,44
MS302,Master Of Science- (Forensic Science),21FST-755,FORENSIC NURSING,4,13,16-Mar-23,09:45 - 10:45,D7,30
MS302,Master Of Science- (Forensic Science),21FST-757,FORENSIC PHARMACOLOGY,4,15,16-Mar-23,13:00 - 14:00,D7,21
MS302,Master Of Science- (Forensic Science),21FST-756,OCCUPATIONAL AND INDUSTRIAL TOXICOLOGY,4,1,13-Mar-23,09:45 - 10:45,D7,31
MS302,Master Of Science- (Forensic Science),21FST-751,TOTAL QUALITY MANAGEMENT,4,9,15-Mar-23,09:45 - 10:45,D7,157
MS302,Master Of Science- (Forensic Science),21FST-758,"FIRE, EXPLOSIVE AND THEIR INVESTIGATION",4,3,13-Mar-23,13:00 - 14:00,D7,28
MS302,Master Of Science- (Forensic Science),21FST-762,BLOODSTAIN PATTERN ANALYSIS,4,11,15-Mar-23,13:00 - 14:00,D7,4
MS302,Master Of Science- (Forensic Science),21FST-760,ADVANCE DIGITAL FORENSICS,4,5,14-Mar-23,09:45 - 10:45,D7,19
MS303,Master of Science -  (Physics),22SPT-618,EXPERIMENTAL TECHNIQUES IN PHYSICS,2,6,14-Mar-23,11:15 - 12:15,DD2,37
MS303,Master of Science -  (Physics),22SPT-611,QUANTUM MECHANICS-II,2,12,15-Mar-23,14:30 - 15:30,DD2,37
MS303,Master of Science -  (Physics),22SPT-610,STATISTICAL MECHANICS,2,8,14-Mar-23,14:30 - 15:30,DD2,37
MS303,Master of Science -  (Physics),22SPT-613,NUMERICAL METHODS AND PROGRAMMING,2,2,13-Mar-23,11:15 - 12:15,DD2,37
MS303,Master of Science -  (Physics),22SPT-612,SEMICONDUCTOR PHYSICS,2,10,15-Mar-23,11:15 - 12:15,DD2,37
MS303,Master of Science -  (Physics),22SPT-614,SOLID STATE PHYSICS,2,4,13-Mar-23,14:30 - 15:30,DD2,37
MS303,Master of Science -  (Physics),21SPT-709,EXPERIMENTAL TECHNIQUES IN PHYSICS,4,5,14-Mar-23,09:45 - 10:45,DD2,86
MS303,Master of Science -  (Physics),21SPT-731,NANO ELECTRONICS,4,3,13-Mar-23,13:00 - 14:00,DD2,48
MS303,Master of Science -  (Physics),21SPT-715,ADVANCED PARTICLE PHYSICS,4,7,14-Mar-23,13:00 - 14:00,DD2,12
MS303,Master of Science -  (Physics),21SPT-725,OPTOELECTRONICS,4,13,16-Mar-23,09:45 - 10:45,DD2,48
MS303,Master of Science -  (Physics),21SPT-737,MATERIAL PROCESSING,4,11,15-Mar-23,13:00 - 14:00,DD2,19
MS303,Master of Science -  (Physics),21SPT-732,PHYSICS OF MATERIALS,4,1,13-Mar-23,09:45 - 10:45,DD2,19
MS303,Master of Science -  (Physics),21SPT-718,EXPERIMENTAL TECHNIQUES IN NUCLEAR AND PARTICLE PHYSICS,4,9,15-Mar-23,09:45 - 10:45,DD2,12
MS305,Master of Science -  (Chemistry),22SHT-623,SPECTRAL TECHNIQUES IN INORGANIC CHEMISTRY ,2,10,15-Mar-23,11:15 - 12:15,C3,10
MS305,Master of Science -  (Chemistry),22SHT-626,ADVANCED ELECTROCHEMISTRY ,2,16,16-Mar-23,14:30 - 15:30,C3,11
MS305,Master of Science -  (Chemistry),22SHT-614,SYMMETRY AND GROUP THEORY,2,8,14-Mar-23,14:30 - 15:30,C3,131
MS305,Master of Science -  (Chemistry),22SHT-627,CHROMATOGRAPHIC TECHNIQUES,2,6,14-Mar-23,11:15 - 12:15,C3,40
MS305,Master of Science -  (Chemistry),22SHT-624,ADVANCED COORDINATION AND SUPRAMOLECULAR CHEMISTRY,2,12,15-Mar-23,14:30 - 15:30,C3,11
MS305,Master of Science -  (Chemistry),22SHT-628,THERMOSPECTROSCOPIC METHODS OF ANALYSIS,2,18,17-Mar-23,11:15 - 12:15,C3,7
MS305,Master of Science -  (Chemistry),22SHT-625,BIOPHYSICAL CHEMISTRY,2,14,16-Mar-23,11:15 - 12:15,C3,9
MS305,Master of Science -  (Chemistry),22SHT-613,ORGANO-METALLIC CHEMISTRY,2,4,13-Mar-23,14:30 - 15:30,C3,131
MS305,Master of Science -  (Chemistry),22SHT-612,QUANTUM CHEMISTRY,2,2,13-Mar-23,11:15 - 12:15,C3,131
MS305,Master of Science -  (Chemistry),22SHT-611,PHOTOCHEMISTRY AND PERICYCLIC REACTIONS,2,20,17-Mar-23,14:30 - 15:30,C3,131
MS305,Master of Science -  (Chemistry),21SHT-738,ADVANCED METHODS OF CHEMICAL ANALYSIS,4,13,16-Mar-23,09:45 - 10:45,C3,49
MS305,Master of Science -  (Chemistry),21SHT-731,SOLID STATE CHEMISTRY,4,1,13-Mar-23,09:45 - 10:45,C3,21
MS305,Master of Science -  (Chemistry),21SHT-722,ADVANCED ENVIRONMENTAL CHEMISTRY,4,1,13-Mar-23,09:45 - 10:45,C3,33
MS305,Master of Science -  (Chemistry),21SHT-730,CHEMICAL KINETICS AND PHOTO PHYSICAL CHEMISTRY,4,3,13-Mar-23,13:00 - 14:00,C3,21
MS305,Master of Science -  (Chemistry),21SHT-736,ADVANCED INSTRUMENTAL METHODS OF ANALYSIS,4,1,13-Mar-23,09:45 - 10:45,C3,52
MS305,Master of Science -  (Chemistry),21SHT-728,ADVANCED THERMODYNAMICS AND ELECTROCHEMISTRY,4,11,15-Mar-23,13:00 - 14:00,C3,23
MS305,Master of Science -  (Chemistry),21SHT-713,HETEROCYCLIC CHEMISTRY,4,11,15-Mar-23,13:00 - 14:00,C3,52
MS305,Master of Science -  (Chemistry),21SHT-714,ORGANIC SYNTHESIS,4,3,13-Mar-23,13:00 - 14:00,C3,52
MS305,Master of Science -  (Chemistry),21SHT-711,POLYMER TECHNOLOGY,4,7,14-Mar-23,13:00 - 14:00,C3,173
MS305,Master of Science -  (Chemistry),21SHT-737,ELECTRO-ANALYTICAL METHODS,4,5,14-Mar-23,09:45 - 10:45,C3,49
MS305,Master of Science -  (Chemistry),21SHT-721,ADVANCED INORGANIC CHEMISTRY,4,15,16-Mar-23,13:00 - 14:00,C3,33
MS306,Master of Science -  (Botany),22SBT-613,BIOINFORMATICS,2,8,14-Mar-23,14:30 - 15:30,A1,47
MS306,Master of Science -  (Botany),22SBT-609,PLANT BIOSYSTEMATICS,2,12,15-Mar-23,14:30 - 15:30,A1,47
MS306,Master of Science -  (Botany),22SBT-611,EMBRYOLOGY OF ANGIOSPERMS,2,4,13-Mar-23,14:30 - 15:30,A1,47
MS306,Master of Science -  (Botany),22SBT-610,CELL AND MOLECULAR BIOLOGY OF PLANTS,2,10,15-Mar-23,11:15 - 12:15,A1,47
MS306,Master of Science -  (Botany),22SBT-608,PTERIDOPHYTES AND GYMNOSPERMS: DIVERSITY AND EVOLUTION,2,2,13-Mar-23,11:15 - 12:15,A1,47
MS306,Master of Science -  (Botany),22SBT-612,ANALYTICAL BOTANY,2,6,14-Mar-23,11:15 - 12:15,A1,47
MS306,Master of Science -  (Botany),21SBT-718,ADVANCED MYCOLOGY,4,13,16-Mar-23,09:45 - 10:45,A1,42
MS306,Master of Science -  (Botany),21SBT-727,INDUSTRIAL MICROBIOLOGY,4,5,14-Mar-23,09:45 - 10:45,A1,35
MS306,Master of Science -  (Botany),21SBT-723,BIOFERTILIZERS AND BIOPESTICIDES,4,11,15-Mar-23,13:00 - 14:00,A1,35
MS306,Master of Science -  (Botany),21SBT-720,PHYTOCHEMISTRY AND MEDICINAL PLANT BIOLOGY,4,1,13-Mar-23,09:45 - 10:45,A1,42
MS306,Master of Science -  (Botany),21SBT-722,ENTREPRENEURSHIP IN BOTANY,4,9,15-Mar-23,09:45 - 10:45,A1,35
MS306,Master of Science -  (Botany),21SBT-721,ADVANCE PLANT PHYSIOLOGY AND BIOCHEMISTRY,4,7,14-Mar-23,13:00 - 14:00,A1,42
MS306,Master of Science -  (Botany),21SBT-725,PLANT RESOURCE UTILIZATION AND CONSERVATION,4,3,13-Mar-23,13:00 - 14:00,A1,99
MS307,Master of Science -  (Zoology),22SZT-611,COMPARATIVE ANATOMY OF VERTEBRATES,2,12,15-Mar-23,14:30 - 15:30,A1,85
MS307,Master of Science -  (Zoology),22SZT-610,CONCEPTS OF IMMUNOLOGY,2,2,13-Mar-23,11:15 - 12:15,A1,85
MS307,Master of Science -  (Zoology),22SZT-614,BIOINFORMATICS,2,8,14-Mar-23,14:30 - 15:30,A1,85
MS307,Master of Science -  (Zoology),22SZT-612,EMBRYONIC DEVELOPMENT OF VERTEBRATES,2,4,13-Mar-23,14:30 - 15:30,A1,85
MS307,Master of Science -  (Zoology),22SZT-613,ADVANCED MICROBIOLOGY,2,6,14-Mar-23,11:15 - 12:15,A1,85
MS307,Master of Science -  (Zoology),22SZT-615,BIOSTATISTICS,2,10,15-Mar-23,11:15 - 12:15,A1,85
MS307,Master of Science -  (Zoology),21SZT-721,CANCER BIOLOGY,4,13,16-Mar-23,09:45 - 10:45,A1,136
MS307,Master of Science -  (Zoology),21SZT-735,APIARY CULTIVATION,4,3,13-Mar-23,13:00 - 14:00,A1,46
MS307,Master of Science -  (Zoology),21SZT-736,WILDLIFE MANAGEMENT AND CONSERVATION,4,11,15-Mar-23,13:00 - 14:00,A1,46
MS307,Master of Science -  (Zoology),21SZT-726,VIRAL DISEASES OF HUMAN BEINGS AND OTHER ANIMALS,4,1,13-Mar-23,09:45 - 10:45,A1,45
MS307,Master of Science -  (Zoology),21SZT-734,GENETIC ENGINEERING,4,1,13-Mar-23,09:45 - 10:45,A1,46
MS307,Master of Science -  (Zoology),21SZT-725,ADVANCES IN FISH AND FISHERIES,4,15,16-Mar-23,13:00 - 14:00,A1,45
MS307,Master of Science -  (Zoology),21SZT-729,METAGENOMICS,4,9,15-Mar-23,09:45 - 10:45,A1,38
MS307,Master of Science -  (Zoology),21SZT-727,GENETIC DISORDERS AND GENETIC COUNSELING,4,5,14-Mar-23,09:45 - 10:45,A1,38
MS307,Master of Science -  (Zoology),21SZT-724,FRESH WATER ZOOLOGY,4,7,14-Mar-23,13:00 - 14:00,A1,45
MS307,Master of Science -  (Zoology),21SZT-730,GENOMICS,4,3,13-Mar-23,13:00 - 14:00,A1,38
MS308,Master of Science -  Industrial Chemistry ,22SHT-681,SPECTROSCOPY OF ORGANIC COMPOUNDS ,2,12,15-Mar-23,14:30 - 15:30,C3,23
MS308,Master of Science -  Industrial Chemistry ,22SHT-685,"IPR, INDUSTRIAL STANDARDS AND CONTROLS",2,4,13-Mar-23,14:30 - 15:30,C3,23
MS308,Master of Science -  Industrial Chemistry ,22SHT-682,CHEMISTRY OF INDUSTRIALLY IMPORTANT MATERIALS,2,2,13-Mar-23,11:15 - 12:15,C3,23
MS308,Master of Science -  Industrial Chemistry ,22SHT-684,ADVANCED ANALYTICAL CHEMISTRY,2,6,14-Mar-23,11:15 - 12:15,C3,23
MS308,Master of Science -  Industrial Chemistry ,22SHT-692,PHARMACEUTICS,2,8,14-Mar-23,14:30 - 15:30,C3,18
MS308,Master of Science -  Industrial Chemistry ,22SHT-690,MECHANISM AND KINETICS OF POLYMERS,2,10,15-Mar-23,11:15 - 12:15,C3,5
MS309,Master of Science -Bioinformatics ,22BNT-613,GENOMICS AND PROTEOMICS,2,6,14-Mar-23,11:15 - 12:15,B4,15
MS309,Master of Science -Bioinformatics ,22BNT-616,PYTHON FOR BIOINFORMATICS,2,8,14-Mar-23,14:30 - 15:30,B4,15
MS309,Master of Science -Bioinformatics ,22BNT-612,MOLECULAR BIOLOGY,2,10,15-Mar-23,11:15 - 12:15,B4,15
MS309,Master of Science -Bioinformatics ,22BNT-615,NEXT-GENERATION SEQUENCING,2,2,13-Mar-23,11:15 - 12:15,B4,15
MS309,Master of Science -Bioinformatics ,22BNT-614,INTRODUCTION TO BIOINFORMATICS,2,4,13-Mar-23,14:30 - 15:30,B4,15
MS802,Master of Science - Forensic Science (ITP),22FSH-652,FORENSIC BIOLOGY & SEROLOGY,2,12,15-Mar-23,14:30 - 15:30,D7,1
MS802,Master of Science - Forensic Science (ITP),22FST-654,FORENSIC PHOTOGRAPHY,2,18,17-Mar-23,11:15 - 12:15,D7,1
MS802,Master of Science - Forensic Science (ITP),22FST-661,CRIME REPORTING,2,16,16-Mar-23,14:30 - 15:30,D7,1
MS802,Master of Science - Forensic Science (ITP),22FST-656,DOMAIN APTITUDE,2,8,14-Mar-23,14:30 - 15:30,D7,1
MS802,Master of Science - Forensic Science (ITP),22FSH-651,FORENSIC TOXICOLOGY,2,2,13-Mar-23,11:15 - 12:15,D7,1
MS802,Master of Science - Forensic Science (ITP),22FST-655,LAWS AND ETHICS IN FORENSIC SCIENCE,2,14,16-Mar-23,11:15 - 12:15,D7,1
MS802,Master of Science - Forensic Science (ITP),22FSH-653,FORENSIC BALLISTICS,2,6,14-Mar-23,11:15 - 12:15,D7,1
MT201,Bachelor of Science (Hons.) Mathematics,22SMT-173,INTRODUCTION TO DBMS,2,10,15-Mar-23,11:15 - 12:15,DD1,55
MT201,Bachelor of Science (Hons.) Mathematics,22SST-154,PROBABILITY DISTRIBUTIONS,2,4,13-Mar-23,14:30 - 15:30,DD1,55
MT201,Bachelor of Science (Hons.) Mathematics,22SMT-171,MULTIVARIABLE CALCULUS,2,8,14-Mar-23,14:30 - 15:30,DD1,55
MT201,Bachelor of Science (Hons.) Mathematics,22PCH-105,COMMUNICATION SKILLS,2,2,13-Mar-23,11:15 - 12:15,DD1,55
MT201,Bachelor of Science (Hons.) Mathematics,22SMT-151,ORDINARY DIFFERENTIAL EQUATIONS,2,6,14-Mar-23,11:15 - 12:15,DD1,55
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-271,NUMERICAL METHODS,4,7,14-Mar-23,13:00 - 14:00,DD1,85
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-273,RING THEORY AND LINEAR ALGEBRA,4,9,15-Mar-23,09:45 - 10:45,DD1,85
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-261,DOMAIN APTITUDE,4,3,13-Mar-23,13:00 - 14:00,DD1,85
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-275,GRAPH THEORY,4,11,15-Mar-23,13:00 - 14:00,DD1,85
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-274,COMBINATORIAL MATHEMATICS,4,1,13-Mar-23,09:45 - 10:45,DD1,85
MT201,Bachelor of Science (Hons.) Mathematics,21SMT-272,MECHANICS,4,5,14-Mar-23,09:45 - 10:45,DD1,85
MT301,Master of Science -(Mathematics),22SMT-655,NUMERICAL ANALYSIS,2,2,13-Mar-23,11:15 - 12:15,DD1,43
MT301,Master of Science -(Mathematics),22SMT-653,CLASSICAL MECHANICS,2,6,14-Mar-23,11:15 - 12:15,DD1,43
MT301,Master of Science -(Mathematics),22SMT-654,MATHEMATICAL METHODS ,2,4,13-Mar-23,14:30 - 15:30,DD1,43
MT301,Master of Science -(Mathematics),22SMT-651,FUNCTIONAL ANALYSIS,2,10,15-Mar-23,11:15 - 12:15,DD1,43
MT301,Master of Science -(Mathematics),22SMT-652,ABSTRACT ALGEBRA,2,8,14-Mar-23,14:30 - 15:30,DD1,43
MT301,Master of Science -(Mathematics),21SMT-757,STATISTICAL INFERENCE,4,3,13-Mar-23,13:00 - 14:00,DD1,16
MT301,Master of Science -(Mathematics),21SMT-770,ADVANCED TOPOLOGY,4,11,15-Mar-23,13:00 - 14:00,DD1,13
MT301,Master of Science -(Mathematics),21SMT-752,FUZZY SET THEORY AND APPLICATIONS,4,7,14-Mar-23,13:00 - 14:00,DD1,16
MT301,Master of Science -(Mathematics),21SMT-760,ADVANCE OPTIMIZATION TECHNIQUES,4,15,16-Mar-23,13:00 - 14:00,DD1,17
MT301,Master of Science -(Mathematics),21SMT-756,EVOLUTIONARY ALGORITHMS AND NUMERICAL OPTIMIZATION,4,13,16-Mar-23,09:45 - 10:45,DD1,16
MT301,Master of Science -(Mathematics),21SMT-751,GRAPH THEORY AND APPLICATIONS,4,5,14-Mar-23,09:45 - 10:45,DD1,46
MT301,Master of Science -(Mathematics),21SMT-765,MATHEMATICAL ASPECTS OF SEISMOLOGY,4,9,15-Mar-23,09:45 - 10:45,DD1,17
MT301,Master of Science -(Mathematics),21SMT-768,OPERATOR THEORY,4,1,13-Mar-23,09:45 - 10:45,DD1,13
MT301,Master of Science -(Mathematics),21SMT-761,APPLIED SOLID MECHANICS,4,1,13-Mar-23,09:45 - 10:45,DD1,17
MT301,Master of Science -(Mathematics),21SMT-773,MEASURE THEORY,4,3,13-Mar-23,13:00 - 14:00,DD1,13
MT303,Master of Science -  (Statistics),22SMT-654,MATHEMATICAL METHODS ,2,4,13-Mar-23,14:30 - 15:30,DD1,14
MT303,Master of Science -  (Statistics),22SST-653,STOCHASTIC PROCESSES,2,10,15-Mar-23,11:15 - 12:15,DD1,14
MT303,Master of Science -  (Statistics),22SMT-655,NUMERICAL ANALYSIS,2,2,13-Mar-23,11:15 - 12:15,DD1,14
MT303,Master of Science -  (Statistics),22SST-651,STATISTICAL INFERENCE-I,2,6,14-Mar-23,11:15 - 12:15,DD1,14
MT303,Master of Science -  (Statistics),22SST-652,LINEAR MODELS AND REGRESSION ANALYSIS,2,8,14-Mar-23,14:30 - 15:30,DD1,14
MT303,Master of Science -  (Statistics),21SST-758,STATISTICAL PROCESS AND QUALITY CONTROL,4,5,14-Mar-23,09:45 - 10:45,DD1,16
MT303,Master of Science -  (Statistics),21SST-760,NON-LINEAR AND DYNAMIC PROGRAMMING,4,7,14-Mar-23,13:00 - 14:00,DD1,16
MT303,Master of Science -  (Statistics),21SST-761,DEMOGRAPHY,4,1,13-Mar-23,09:45 - 10:45,DD1,16
MT303,Master of Science -  (Statistics),21SST-751,TIME SERIES ANALYSIS,4,3,13-Mar-23,13:00 - 14:00,DD1,16
MT304,Master of Science -  (Data Science),22SDT-655,MACHINE LEARNING,2,12,15-Mar-23,14:30 - 15:30,DD1,168
MT304,Master of Science -  (Data Science),22SDT-651,STATISTICAL INFERENCE,2,8,14-Mar-23,14:30 - 15:30,DD1,168
MT304,Master of Science -  (Data Science),22SDT-661,SOFTWARE MANAGEMENT SYSTEM,2,2,13-Mar-23,11:15 - 12:15,DD1,40
MT304,Master of Science -  (Data Science),22SDT-654,BIG DATA,2,4,13-Mar-23,14:30 - 15:30,DD1,168
MT304,Master of Science -  (Data Science),22SDT-653,DATA VISUALIZATION,2,14,16-Mar-23,11:15 - 12:15,DD1,168
MT304,Master of Science -  (Data Science),22SDT-652,EVOLUTIONARY ALGORITHMS AND NUMERICAL OPTIMIZATION,2,10,15-Mar-23,11:15 - 12:15,DD1,168
MT304,Master of Science -  (Data Science),22SDT-662,WEB TECHNOLOGIES,2,6,14-Mar-23,11:15 - 12:15,DD1,40
MT304,Master of Science -  (Data Science),22TDT-621,APTITUDE AND REASONING - I,2,16,16-Mar-23,14:30 - 15:30,DD1,128
MT304,Master of Science -  (Data Science),21SDT-760,INFORMATION SECURITY AND CRYPTOGRAPHY,4,5,14-Mar-23,09:45 - 10:45,DD1,44
MT304,Master of Science -  (Data Science),21SDT-758,TIME SERIES ANALYSIS,4,3,13-Mar-23,13:00 - 14:00,DD1,44
MT304,Master of Science -  (Data Science),21SDT-763,IMAGE PROCESSING,4,7,14-Mar-23,13:00 - 14:00,DD1,58
MT304,Master of Science -  (Data Science),21SDT-751,INTERNET OF THINGS,4,15,16-Mar-23,13:00 - 14:00,DD1,104
MT304,Master of Science -  (Data Science),21SDT-766,WEB INTELLIGENCE,4,11,15-Mar-23,13:00 - 14:00,DD1,56
MT304,Master of Science -  (Data Science),21SDT-764,NETWORK SECURITY,4,9,15-Mar-23,09:45 - 10:45,DD1,56
